objective,GEOID,assigned_site_id,assigned_site_name,distance_m
min_pop_weighted,420034705021,69,BEECHVIEW LIBRARY,4957.92918343222
min_pop_weighted,420034658001,2,Sheraden Senior Center,3261.6953621412454
min_pop_weighted,420034690001,69,BEECHVIEW LIBRARY,2438.789352205039
min_pop_weighted,420031014002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,4563.021375350731
min_pop_weighted,420035153002,0,Greenfield Senior Center,4858.203052877422
min_pop_weighted,420035231003,1,Homewood Senior Center,2413.479431669642
min_pop_weighted,420031918003,69,BEECHVIEW LIBRARY,2562.820736312381
min_pop_weighted,420035630002,2,Sheraden Senior Center,2336.8523144532637
min_pop_weighted,420032022003,2,Sheraden Senior Center,986.1478111517866
min_pop_weighted,420032814002,2,Sheraden Senior Center,2173.3236510450524
min_pop_weighted,420035627002,67,Fowler Pool Buiding,2330.615030037692
min_pop_weighted,420030402001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2811.702096604325
min_pop_weighted,420034240002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,8321.50209048167
min_pop_weighted,420031115001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1982.217442288621
min_pop_weighted,420031019001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2686.530967206547
min_pop_weighted,420031019002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1862.537573406399
min_pop_weighted,420031019003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2016.0262431626998
min_pop_weighted,420031307002,1,Homewood Senior Center,652.7163140743953
min_pop_weighted,420031115003,1,Homewood Senior Center,2327.5781585895734
min_pop_weighted,420031209002,1,Homewood Senior Center,1768.3870024254027
min_pop_weighted,420031209001,1,Homewood Senior Center,2304.3727813511873
min_pop_weighted,420031307003,1,Homewood Senior Center,992.9893781636051
min_pop_weighted,420031412003,1,Homewood Senior Center,1867.6971551524202
min_pop_weighted,420030103022,3,South Side Senior Center,2833.2686004790958
min_pop_weighted,420031308002,1,Homewood Senior Center,493.95923024684043
min_pop_weighted,420031308003,1,Homewood Senior Center,837.4418066130058
min_pop_weighted,420031307001,1,Homewood Senior Center,999.0467241275041
min_pop_weighted,420031308001,1,Homewood Senior Center,945.9590840321514
min_pop_weighted,420035648001,1,Homewood Senior Center,2295.6665550918824
min_pop_weighted,420030103011,3,South Side Senior Center,3385.620653104718
min_pop_weighted,420030406002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2458.8356502683414
min_pop_weighted,420035653001,71,CARRICK LIBRARY,4909.453932496066
min_pop_weighted,420034883002,41,McBride Swimming Pool Building,3549.5346418515296
min_pop_weighted,420033001003,71,CARRICK LIBRARY,2226.4923465219013
min_pop_weighted,420031403004,1,Homewood Senior Center,3043.0973135643717
min_pop_weighted,420033001004,71,CARRICK LIBRARY,1872.6488190525345
min_pop_weighted,420030103021,4,Mount Washington Senior Center,3376.1301220529
min_pop_weighted,420030305003,4,Mount Washington Senior Center,3482.2293059556064
min_pop_weighted,420034644002,2,Sheraden Senior Center,2801.4792254992185
min_pop_weighted,420035632011,67,Fowler Pool Buiding,3177.6621438808515
min_pop_weighted,420035632021,67,Fowler Pool Buiding,2771.2104374888727
min_pop_weighted,420032413002,67,Fowler Pool Buiding,3845.4710878959354
min_pop_weighted,420035632022,67,Fowler Pool Buiding,2639.470633525468
min_pop_weighted,420035652002,67,Fowler Pool Buiding,2862.0191635551573
min_pop_weighted,420031412002,1,Homewood Senior Center,2058.5488486953004
min_pop_weighted,420035652003,67,Fowler Pool Buiding,1645.2383018254798
min_pop_weighted,420035651001,67,Fowler Pool Buiding,1832.7884947723237
min_pop_weighted,420032413001,67,Fowler Pool Buiding,4519.718504921418
min_pop_weighted,420032613002,67,Fowler Pool Buiding,4422.298720114944
min_pop_weighted,420032613001,67,Fowler Pool Buiding,1892.4856778278213
min_pop_weighted,420032716001,67,Fowler Pool Buiding,2350.9479154998126
min_pop_weighted,420032716003,67,Fowler Pool Buiding,2342.3875821631786
min_pop_weighted,420032716002,67,Fowler Pool Buiding,1787.217162143447
min_pop_weighted,420035652001,67,Fowler Pool Buiding,2637.9105430173436
min_pop_weighted,420032716004,67,Fowler Pool Buiding,1695.2025126688973
min_pop_weighted,420035648002,1,Homewood Senior Center,1755.913636886754
min_pop_weighted,420031306002,1,Homewood Senior Center,2611.4053487334922
min_pop_weighted,420035629011,0,Greenfield Senior Center,2873.503389453937
min_pop_weighted,420035629012,0,Greenfield Senior Center,1569.359374070364
min_pop_weighted,420031403005,1,Homewood Senior Center,3093.248225107725
min_pop_weighted,420031610001,3,South Side Senior Center,3003.197446264032
min_pop_weighted,420031608002,3,South Side Senior Center,854.9173495445498
min_pop_weighted,420035626002,2,Sheraden Senior Center,2898.0156338157935
min_pop_weighted,420035625002,2,Sheraden Senior Center,989.0829636731265
min_pop_weighted,420031609003,3,South Side Senior Center,926.3298808941186
min_pop_weighted,420032413003,67,Fowler Pool Buiding,2931.335165729587
min_vuln_weighted,420031702004,3,South Side Senior Center,1325.6648993492988
min_vuln_weighted,420034690003,11,Brookline Community Center,4866.965878699266
min_vuln_weighted,420032904004,71,CARRICK LIBRARY,1915.5449409182693
min_vuln_weighted,420030901002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3061.1605831074394
min_vuln_weighted,420034721001,11,Brookline Community Center,1262.2547236566563
min_vuln_weighted,420035623001,0,Greenfield Senior Center,3764.88274709213
min_vuln_weighted,420035631001,4,Mount Washington Senior Center,3813.2053231956943
min_vuln_weighted,420031517005,0,Greenfield Senior Center,529.4589618971697
min_vuln_weighted,420034885001,0,Greenfield Senior Center,9046.673036925624
min_vuln_weighted,420035630003,2,Sheraden Senior Center,1785.3404694069511
min_vuln_weighted,420033001005,71,CARRICK LIBRARY,1645.7271967580937
min_vuln_weighted,420035624003,4,Mount Washington Senior Center,1585.1924773288988
min_vuln_weighted,420035631002,2,Sheraden Senior Center,3546.1292792561335
min_vuln_weighted,420034722002,11,Brookline Community Center,2140.1467188322954
min_vuln_weighted,420031915002,4,Mount Washington Senior Center,1070.9004099862618
min_vuln_weighted,420031914002,4,Mount Washington Senior Center,872.6558403445173
min_vuln_weighted,420039809001,67,Fowler Pool Buiding,3321.1310142562415
min_vuln_weighted,420031911001,4,Mount Washington Senior Center,1523.0487709513761
min_vuln_weighted,420034782003,71,CARRICK LIBRARY,2377.2066059241747
min_vuln_weighted,420032509001,67,Fowler Pool Buiding,1608.7047120707243
min_vuln_weighted,420032614004,67,Fowler Pool Buiding,839.3081665290974
min_vuln_weighted,420035625003,2,Sheraden Senior Center,526.150353478007
min_vuln_weighted,420034270002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,4272.065784140664
min_vuln_weighted,420035628001,2,Sheraden Senior Center,5020.444336977867
min_vuln_weighted,420034643002,2,Sheraden Senior Center,2071.6046746558322
min_vuln_weighted,420031414005,0,Greenfield Senior Center,1366.3644828193826
min_vuln_weighted,420032614001,67,Fowler Pool Buiding,601.4643228372868
min_vuln_weighted,420035628002,2,Sheraden Senior Center,4486.597413717921
min_vuln_weighted,420031306001,1,Homewood Senior Center,1330.6742865083677
min_vuln_weighted,420035623003,0,Greenfield Senior Center,2932.4471745238334
min_vuln_weighted,420031018002,16,Morningside Community Center,1879.1206939444783
min_vuln_weighted,420030802002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1470.9726586136169
min_vuln_weighted,420031414004,0,Greenfield Senior Center,2725.702852824343
min_vuln_weighted,420032023004,11,Brookline Community Center,2790.755379945337
min_vuln_weighted,420032708003,67,Fowler Pool Buiding,3594.7567679818753
min_vuln_weighted,420034600021,2,Sheraden Senior Center,7022.209477145336
min_vuln_weighted,420032620003,67,Fowler Pool Buiding,2416.5569504093346
min_vuln_weighted,420034250004,16,Morningside Community Center,3309.8626364724473
min_vuln_weighted,420034592011,2,Sheraden Senior Center,6332.046320290167
min_vuln_weighted,420034281001,67,Fowler Pool Buiding,4220.397515127837
min_vuln_weighted,420034281002,67,Fowler Pool Buiding,3743.5022624277476
min_vuln_weighted,420034282002,67,Fowler Pool Buiding,3207.625209466115
min_vuln_weighted,420034297002,67,Fowler Pool Buiding,4671.375258256672
min_vuln_weighted,420035626001,2,Sheraden Senior Center,3257.5940662966264
min_vuln_weighted,420035624002,4,Mount Washington Senior Center,2179.0478638429445
min_vuln_weighted,420035619002,1,Homewood Senior Center,2022.7788134081086
min_vuln_weighted,420039818001,1,Homewood Senior Center,3216.4862344793614
min_vuln_weighted,420035625001,2,Sheraden Senior Center,997.9139866098261
min_vuln_weighted,420035620002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,518.6088760064513
min_vuln_weighted,420031516002,0,Greenfield Senior Center,985.3938870489756
min_vuln_weighted,420034705011,11,Brookline Community Center,4059.597687948804
min_vuln_weighted,420031106002,16,Morningside Community Center,1915.4876015362377
min_vuln_weighted,420035154013,1,Homewood Senior Center,3511.1068521758016
min_vuln_weighted,420035620003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1101.4010593597213
min_vuln_weighted,420030902003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1988.4737372390293
min_vuln_weighted,420031011003,16,Morningside Community Center,3396.686747784767
min_vuln_weighted,420035604002,1,Homewood Senior Center,2286.1694585829773
min_vuln_weighted,420034311002,67,Fowler Pool Buiding,5113.286743292989
min_vuln_weighted,420030409003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3067.8056592830553
min_vuln_weighted,420030201005,4,Mount Washington Senior Center,3393.2212323512645
min_vuln_weighted,420030603001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2211.105096287271
min_vuln_weighted,420031608001,3,South Side Senior Center,820.8855196866812
min_vuln_weighted,420032904003,71,CARRICK LIBRARY,2226.397560157674
min_vuln_weighted,420035154011,1,Homewood Senior Center,4322.277197698043
min_vuln_weighted,420035154012,1,Homewood Senior Center,4609.424692407484
min_vuln_weighted,420035605001,1,Homewood Senior Center,2470.144909102406
min_vuln_weighted,420035614002,1,Homewood Senior Center,3523.5145724355943
min_vuln_weighted,420035614003,1,Homewood Senior Center,3111.5084702182776
min_vuln_weighted,420031916004,11,Brookline Community Center,2564.381408829811
min_vuln_weighted,420034643003,2,Sheraden Senior Center,1792.242662507851
min_vuln_weighted,420039807001,4,Mount Washington Senior Center,3370.6045469725373
min_vuln_weighted,420035627001,67,Fowler Pool Buiding,2308.4223592232906
min_vuln_weighted,420032615002,67,Fowler Pool Buiding,730.5313208457214
min_vuln_weighted,420030709003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1090.5655374650646
min_vuln_weighted,420039806001,67,Fowler Pool Buiding,2991.1984469178847
min_vuln_weighted,420031903002,4,Mount Washington Senior Center,818.8413925546172
min_vuln_weighted,420031517003,0,Greenfield Senior Center,611.0682985012094
min_vuln_weighted,420031517004,0,Greenfield Senior Center,775.6110871859491
min_vuln_weighted,420031609002,3,South Side Senior Center,716.7568304483855
min_vuln_weighted,420031702001,4,Mount Washington Senior Center,2570.3191343928006
min_vuln_weighted,420031702003,3,South Side Senior Center,1880.6471546786747
min_vuln_weighted,420031706001,3,South Side Senior Center,1797.2735163593945
min_vuln_weighted,420031706002,3,South Side Senior Center,2733.636827226308
min_vuln_weighted,420031807003,4,Mount Washington Senior Center,1275.4771583881707
min_vuln_weighted,420031903001,4,Mount Washington Senior Center,945.0659833900139
min_vuln_weighted,420031916002,11,Brookline Community Center,2525.5688880826124
min_vuln_weighted,420031916005,11,Brookline Community Center,2203.7926110722055
min_vuln_weighted,420031917001,11,Brookline Community Center,1744.1734506941746
min_vuln_weighted,420031917002,11,Brookline Community Center,835.5605296621668
min_vuln_weighted,420031918002,11,Brookline Community Center,857.4040015201273
min_vuln_weighted,420031918004,11,Brookline Community Center,409.4160330203388
min_vuln_weighted,420031918005,11,Brookline Community Center,1719.9546754019946
min_vuln_weighted,420031918006,11,Brookline Community Center,1889.67055678847
min_vuln_weighted,420031918007,11,Brookline Community Center,1280.1381295672268
min_vuln_weighted,420031919001,11,Brookline Community Center,298.17792741345545
min_vuln_weighted,420031919002,11,Brookline Community Center,459.21177565070326
min_vuln_weighted,420031919003,11,Brookline Community Center,457.6787233609132
min_vuln_weighted,420031918001,11,Brookline Community Center,584.223985276921
min_vuln_weighted,420030806002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1067.8723536010798
min_vuln_weighted,420031403002,0,Greenfield Senior Center,2698.05987824783
min_vuln_weighted,420031609001,3,South Side Senior Center,918.3788191275033
min_vuln_weighted,420031803001,4,Mount Washington Senior Center,1751.5436500686542
min_vuln_weighted,420031803002,4,Mount Washington Senior Center,2161.2683932157915
min_vuln_weighted,420031803003,4,Mount Washington Senior Center,2291.0334185802885
min_vuln_weighted,420031807002,4,Mount Washington Senior Center,1071.8141657415056
min_vuln_weighted,420031911002,4,Mount Washington Senior Center,2194.0816148052572
min_vuln_weighted,420031914001,4,Mount Washington Senior Center,155.98516476170545
min_vuln_weighted,420032614002,67,Fowler Pool Buiding,868.9717177535205
min_vuln_weighted,420032701001,67,Fowler Pool Buiding,3755.6838812228616
min_vuln_weighted,420032701002,67,Fowler Pool Buiding,4146.648167689816
min_vuln_weighted,420032703001,67,Fowler Pool Buiding,2810.180188404557
min_vuln_weighted,420032708001,67,Fowler Pool Buiding,3883.447521477663
min_vuln_weighted,420034804001,71,CARRICK LIBRARY,4540.217010010145
min_vuln_weighted,420032708002,67,Fowler Pool Buiding,2861.1284766061503
min_vuln_weighted,420032902005,71,CARRICK LIBRARY,1077.5504296081858
min_vuln_weighted,420033102001,0,Greenfield Senior Center,7230.683104412772
min_vuln_weighted,420033102002,0,Greenfield Senior Center,8465.914881481025
min_vuln_weighted,420033204001,71,CARRICK LIBRARY,2659.942060210986
min_vuln_weighted,420033204002,71,CARRICK LIBRARY,1482.2251006410227
min_vuln_weighted,420033206001,71,CARRICK LIBRARY,1876.2546479786492
min_vuln_weighted,420030203001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,4214.719073744923
min_vuln_weighted,420030305001,3,South Side Senior Center,3753.5532271977136
min_vuln_weighted,420030305002,3,South Side Senior Center,3191.926210927599
min_vuln_weighted,420030506001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2211.7688876939314
min_vuln_weighted,420030506002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1865.261824097926
min_vuln_weighted,420030509001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3028.7786349689927
min_vuln_weighted,420030510001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2782.1846156345773
min_vuln_weighted,420034315004,67,Fowler Pool Buiding,5748.600872407369
min_vuln_weighted,420035604001,1,Homewood Senior Center,1805.8091736810645
min_vuln_weighted,420030802001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1347.0535167062603
min_vuln_weighted,420030804001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,886.3935910367901
min_vuln_weighted,420030804002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,246.66777828126158
min_vuln_weighted,420030806001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1516.9219902616805
min_vuln_weighted,420030807001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1824.9636850626362
min_vuln_weighted,420030807002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1441.0420051966023
min_vuln_weighted,420030809001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1158.5668219567463
min_vuln_weighted,420030809002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1635.010522396248
min_vuln_weighted,420032814001,2,Sheraden Senior Center,1474.878908060953
min_vuln_weighted,420032815001,2,Sheraden Senior Center,2598.424523844918
min_vuln_weighted,420032901001,71,CARRICK LIBRARY,1022.1609541430305
min_vuln_weighted,420034211004,16,Morningside Community Center,8496.50035370895
min_vuln_weighted,420034230002,16,Morningside Community Center,6066.3291920859765
min_vuln_weighted,420031401002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2651.564292347314
min_vuln_weighted,420031402001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3028.2820655947944
min_vuln_weighted,420031402002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2305.5833344319944
min_vuln_weighted,420031403003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3011.3663253621885
min_vuln_weighted,420031404001,1,Homewood Senior Center,2188.7061502849633
min_vuln_weighted,420031404002,1,Homewood Senior Center,2579.9069647007095
min_vuln_weighted,420039822001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1495.91456952928
min_vuln_weighted,420035630001,2,Sheraden Senior Center,3920.612548360017
min_vuln_weighted,420034772004,71,CARRICK LIBRARY,4853.8399285110845
min_vuln_weighted,420035624001,71,CARRICK LIBRARY,2468.503070908559
min_vuln_weighted,420034731001,11,Brookline Community Center,3130.905894445452
min_vuln_weighted,420035620001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,658.7779357938649
min_vuln_weighted,420034721002,11,Brookline Community Center,1830.3594717069893
min_vuln_weighted,420034722001,11,Brookline Community Center,1956.187889802564
min_vuln_weighted,420034723001,11,Brookline Community Center,943.73890354498
min_vuln_weighted,420034781001,71,CARRICK LIBRARY,2624.807963309667
min_vuln_weighted,420034781004,71,CARRICK LIBRARY,3028.6709723145073
min_vuln_weighted,420030709004,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,668.896201713527
min_vuln_weighted,420034733001,11,Brookline Community Center,1577.6706416133707
min_vuln_weighted,420034790001,11,Brookline Community Center,2655.1749938523135
min_vuln_weighted,420039805001,0,Greenfield Senior Center,1655.013629098134
min_vuln_weighted,420035619001,1,Homewood Senior Center,2581.2429062224437
min_vuln_weighted,420032614003,67,Fowler Pool Buiding,642.4317322477118
min_vuln_weighted,420031920002,11,Brookline Community Center,864.698247383527
min_vuln_weighted,420031517006,0,Greenfield Senior Center,493.94144027744545
min_vuln_weighted,420031414002,0,Greenfield Senior Center,1559.4477530747583
min_vuln_weighted,420034639002,2,Sheraden Senior Center,2931.386401480315
min_vuln_weighted,420034803002,71,CARRICK LIBRARY,2407.9858205538576
min_vuln_weighted,420034845001,0,Greenfield Senior Center,6993.987720821823
min_vuln_weighted,420034845004,0,Greenfield Senior Center,6336.754013199277
min_vuln_weighted,420031920001,11,Brookline Community Center,1898.7434519887765
min_vuln_weighted,420030201004,4,Mount Washington Senior Center,2775.4911269472454
min_vuln_weighted,420031414001,0,Greenfield Senior Center,1379.5204567151973
min_vuln_weighted,420031018001,16,Morningside Community Center,1654.779183935604
min_vuln_weighted,420034656002,2,Sheraden Senior Center,2654.952714970249
min_vuln_weighted,420034658002,2,Sheraden Senior Center,3526.344974953515
min_vuln_weighted,420034658003,2,Sheraden Senior Center,4404.917425262554
min_vuln_weighted,420032902001,71,CARRICK LIBRARY,1480.9694726180446
min_vuln_weighted,420034643001,2,Sheraden Senior Center,2343.3943635327496
min_vuln_weighted,420035231004,1,Homewood Senior Center,1966.1142594610515
min_vuln_weighted,420034644003,2,Sheraden Senior Center,2047.7379077018938
min_vuln_weighted,420034656001,2,Sheraden Senior Center,2997.828176723528
min_vuln_weighted,420031920003,11,Brookline Community Center,1641.6548246430646
min_vuln_weighted,420032509002,67,Fowler Pool Buiding,1443.8662155129903
min_vuln_weighted,420032901002,71,CARRICK LIBRARY,493.82791250310805
min_vuln_weighted,420032901003,71,CARRICK LIBRARY,574.334100896823
min_vuln_weighted,420032902002,71,CARRICK LIBRARY,684.2653699210762
min_vuln_weighted,420032902003,71,CARRICK LIBRARY,393.2547111446163
min_vuln_weighted,420032902004,71,CARRICK LIBRARY,463.8316884413246
min_vuln_weighted,420034291001,67,Fowler Pool Buiding,5096.797477909717
min_vuln_weighted,420034297001,67,Fowler Pool Buiding,6269.499608796393
min_vuln_weighted,420033206002,11,Brookline Community Center,1781.6708926690249
min_vuln_weighted,420033207001,11,Brookline Community Center,2312.162839879643
min_vuln_weighted,420034761001,11,Brookline Community Center,3521.600917686286
min_vuln_weighted,420033207002,71,CARRICK LIBRARY,2909.317710496263
min_vuln_weighted,420034825001,0,Greenfield Senior Center,5389.710271579426
min_vuln_weighted,420034762001,11,Brookline Community Center,3485.657468651238
min_vuln_weighted,420031411001,0,Greenfield Senior Center,4443.978324697842
min_vuln_weighted,420034803003,71,CARRICK LIBRARY,2288.380109428697
min_vuln_weighted,420035231001,1,Homewood Senior Center,4986.0825302146895
min_vuln_weighted,420030201002,4,Mount Washington Senior Center,3382.462431412622
min_vuln_weighted,420035605002,1,Homewood Senior Center,2938.7459790518387
min_vuln_weighted,420030201001,4,Mount Washington Senior Center,3133.210067620845
min_vuln_weighted,420030703001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1675.9365247213027
min_vuln_weighted,420034810001,3,South Side Senior Center,2429.090817344305
min_vuln_weighted,420034810002,71,CARRICK LIBRARY,2172.5553195934745
min_vuln_weighted,420034810003,71,CARRICK LIBRARY,1791.5022015309276
min_vuln_weighted,420034810004,71,CARRICK LIBRARY,1928.39507512915
min_vuln_weighted,420030201003,4,Mount Washington Senior Center,3007.876757556445
min_vuln_weighted,420030402002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2334.95473206638
min_vuln_weighted,420030404001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1171.111867012996
min_vuln_weighted,420030405001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2060.360599928482
min_vuln_weighted,420030405002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2496.9876514920065
min_vuln_weighted,420030510002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2078.003564184937
min_vuln_weighted,420030511001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3344.4474425468493
min_vuln_weighted,420030603002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2874.5915952269715
min_vuln_weighted,420030605001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3111.255235883674
min_vuln_weighted,420030605002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3182.027563033497
min_vuln_weighted,420030708002,1,Homewood Senior Center,2826.3973958496135
min_vuln_weighted,420030703002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1927.2084739355873
min_vuln_weighted,420032602001,67,Fowler Pool Buiding,4090.5318537574854
min_vuln_weighted,420032602002,67,Fowler Pool Buiding,3312.1506461525564
min_vuln_weighted,420032607001,67,Fowler Pool Buiding,1924.1282874056935
min_vuln_weighted,420032607002,67,Fowler Pool Buiding,1435.7441927987672
min_vuln_weighted,420034772001,71,CARRICK LIBRARY,3693.578754994069
min_vuln_weighted,420030409001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3003.3976655974902
min_vuln_weighted,420030409002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3047.8870285971275
min_vuln_weighted,420030501001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3043.6280677803793
min_vuln_weighted,420030406001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2279.736246216417
min_vuln_weighted,420030501002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2369.8217228591247
min_vuln_weighted,420030703003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1429.656293070599
min_vuln_weighted,420030705001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2216.4523535479834
min_vuln_weighted,420030705003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1961.994521226328
min_vuln_weighted,420030706001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2744.515722695487
min_vuln_weighted,420030706002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2304.6000275082492
min_vuln_weighted,420030708001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2653.609106423658
min_vuln_weighted,420030901001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,3337.428784893516
min_vuln_weighted,420030709001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1099.99480510236
min_vuln_weighted,420030709002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,695.2226718198829
min_vuln_weighted,420031102003,16,Morningside Community Center,817.9860164206688
min_vuln_weighted,420030902001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2359.016163463284
min_vuln_weighted,420030902002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2259.3611319342353
min_vuln_weighted,420030903001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1508.8365094235394
min_vuln_weighted,420030903002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1773.6231089771125
min_vuln_weighted,420031102002,16,Morningside Community Center,1450.6092877764372
min_vuln_weighted,420031102004,16,Morningside Community Center,1512.513992785488
min_vuln_weighted,420031203001,1,Homewood Senior Center,2349.5574805544384
min_vuln_weighted,420031203002,1,Homewood Senior Center,1853.633218957249
min_vuln_weighted,420032615001,67,Fowler Pool Buiding,918.2633043715218
min_vuln_weighted,420032620001,67,Fowler Pool Buiding,2667.1117076687888
min_vuln_weighted,420032620002,67,Fowler Pool Buiding,2771.7553903958274
min_vuln_weighted,420031005001,16,Morningside Community Center,1025.2051849750387
min_vuln_weighted,420031005002,16,Morningside Community Center,1954.4473821870865
min_vuln_weighted,420031011001,16,Morningside Community Center,3394.6858480646015
min_vuln_weighted,420031011002,16,Morningside Community Center,3103.427183770417
min_vuln_weighted,420031113001,16,Morningside Community Center,1274.847595056938
min_vuln_weighted,420031014001,16,Morningside Community Center,877.1931340235614
min_vuln_weighted,420031014004,16,Morningside Community Center,232.48714245279697
min_vuln_weighted,420031106003,16,Morningside Community Center,2062.3515979113527
min_vuln_weighted,420031404003,1,Homewood Senior Center,2686.2195695881173
min_vuln_weighted,420034803001,71,CARRICK LIBRARY,3072.39140125255
min_vuln_weighted,420031113002,16,Morningside Community Center,1847.2244079495888
min_vuln_weighted,420031113003,16,Morningside Community Center,2061.597401814367
min_vuln_weighted,420031113004,16,Morningside Community Center,2354.356865855325
min_vuln_weighted,420031114001,16,Morningside Community Center,1974.7649975686834
min_vuln_weighted,420031114002,16,Morningside Community Center,2193.3043017370182
min_vuln_weighted,420031115002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2441.574581704112
min_vuln_weighted,420031302001,1,Homewood Senior Center,338.92504084930766
min_vuln_weighted,420031405001,1,Homewood Senior Center,1287.7690677120108
min_vuln_weighted,420031405002,1,Homewood Senior Center,1512.515927376095
min_vuln_weighted,420031408001,0,Greenfield Senior Center,2542.8517675027274
min_vuln_weighted,420031414003,0,Greenfield Senior Center,1906.2221195646414
min_vuln_weighted,420034883001,0,Greenfield Senior Center,7935.448161586741
min_vuln_weighted,420031413002,0,Greenfield Senior Center,2199.830458337356
min_vuln_weighted,420031413003,0,Greenfield Senior Center,2357.519374132701
min_vuln_weighted,420031516001,0,Greenfield Senior Center,896.6199539704311
min_vuln_weighted,420031401001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1872.9157390465934
