objective,GEOID,assigned_site_id,assigned_site_name,distance_m
min_vuln_weighted,420031408002,0,Greenfield Senior Center,2455.3144462292794
min_vuln_weighted,420031408003,0,Greenfield Senior Center,1934.0680371023643
min_vuln_weighted,420031413001,0,Greenfield Senior Center,2232.699383153849
min_vuln_weighted,420031403001,1,Homewood Senior Center,2859.105237311079
min_vuln_weighted,420033001002,71,CARRICK LIBRARY,2342.9164500206016
min_vuln_weighted,420030705002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1933.0628038705684
min_vuln_weighted,420031807001,4,Mount Washington Senior Center,765.5324908179222
min_vuln_weighted,420031517001,0,Greenfield Senior Center,853.696898619576
min_vuln_weighted,420034211003,16,Morningside Community Center,11025.982330770894
min_vuln_weighted,420032022001,2,Sheraden Senior Center,1049.6463007829457
min_vuln_weighted,420032815002,2,Sheraden Senior Center,2165.6848243478125
min_vuln_weighted,420031102001,16,Morningside Community Center,1912.605338532662
min_vuln_weighted,420033001001,4,Mount Washington Senior Center,2512.3127199632345
min_vuln_weighted,420032904001,71,CARRICK LIBRARY,1297.5070340640145
min_vuln_weighted,420032904002,71,CARRICK LIBRARY,1358.5248054819235
min_vuln_weighted,420033102003,0,Greenfield Senior Center,8146.707148132279
min_vuln_weighted,420031106001,16,Morningside Community Center,2548.130104888545
min_vuln_weighted,420031920005,11,Brookline Community Center,1974.734206621865
min_vuln_weighted,420034804002,71,CARRICK LIBRARY,4855.068729735243
min_vuln_weighted,420030404002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,898.4229682354379
min_vuln_weighted,420031915001,4,Mount Washington Senior Center,1435.0941171404245
min_vuln_weighted,420031916001,4,Mount Washington Senior Center,2624.5687845146963
min_vuln_weighted,420031014003,16,Morningside Community Center,768.0056991383036
min_vuln_weighted,420032022002,2,Sheraden Senior Center,685.4776159722421
min_vuln_weighted,420032023001,11,Brookline Community Center,3773.496423586178
min_vuln_weighted,420032023002,11,Brookline Community Center,3362.567956274418
min_vuln_weighted,420032023003,11,Brookline Community Center,3378.382190368578
min_vuln_weighted,420034885002,71,CARRICK LIBRARY,9024.591238360394
min_vuln_weighted,420032703002,67,Fowler Pool Buiding,3320.9994458470487
min_vuln_weighted,420031920004,11,Brookline Community Center,962.6840961888522
min_vuln_weighted,420034838002,0,Greenfield Senior Center,3243.6673438779853
min_vuln_weighted,420031302002,1,Homewood Senior Center,490.8210360670074
min_vuln_weighted,420031916003,11,Brookline Community Center,2155.349830344407
min_vuln_weighted,420031702002,3,South Side Senior Center,1979.9331738395083
min_vuln_weighted,420034291002,67,Fowler Pool Buiding,5736.902025285262
min_vuln_weighted,420034639001,2,Sheraden Senior Center,4609.040597936758
min_vuln_weighted,420031517002,0,Greenfield Senior Center,744.8136154850456
min_vuln_weighted,420035641001,2,Sheraden Senior Center,6825.627686757754
min_vuln_weighted,420034705021,11,Brookline Community Center,5678.144976589893
min_vuln_weighted,420034658001,2,Sheraden Senior Center,3261.6953621412454
min_vuln_weighted,420034690001,11,Brookline Community Center,3424.045435325218
min_vuln_weighted,420031014002,16,Morningside Community Center,396.2657688698498
min_vuln_weighted,420035153002,0,Greenfield Senior Center,4858.203052877422
min_vuln_weighted,420035231003,1,Homewood Senior Center,2413.479431669642
min_vuln_weighted,420031918003,11,Brookline Community Center,1023.208907362117
min_vuln_weighted,420035630002,2,Sheraden Senior Center,2336.8523144532637
min_vuln_weighted,420032022003,2,Sheraden Senior Center,986.1478111517866
min_vuln_weighted,420032814002,2,Sheraden Senior Center,2173.3236510450524
min_vuln_weighted,420035627002,67,Fowler Pool Buiding,2330.615030037692
min_vuln_weighted,420030402001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2811.702096604325
min_vuln_weighted,420034240002,16,Morningside Community Center,4837.182599306901
min_vuln_weighted,420031115001,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1982.217442288621
min_vuln_weighted,420031019001,16,Morningside Community Center,2563.295917286196
min_vuln_weighted,420031019002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,1862.537573406399
min_vuln_weighted,420031019003,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2016.0262431626998
min_vuln_weighted,420031307002,1,Homewood Senior Center,652.7163140743953
min_vuln_weighted,420031115003,1,Homewood Senior Center,2327.5781585895734
min_vuln_weighted,420031209002,1,Homewood Senior Center,1768.3870024254027
min_vuln_weighted,420031209001,1,Homewood Senior Center,2304.3727813511873
min_vuln_weighted,420031307003,1,Homewood Senior Center,992.9893781636051
min_vuln_weighted,420031412003,1,Homewood Senior Center,1867.6971551524202
min_vuln_weighted,420030103022,3,South Side Senior Center,2833.2686004790958
min_vuln_weighted,420031308002,1,Homewood Senior Center,493.95923024684043
min_vuln_weighted,420031308003,1,Homewood Senior Center,837.4418066130058
min_vuln_weighted,420031307001,1,Homewood Senior Center,999.0467241275041
min_vuln_weighted,420031308001,1,Homewood Senior Center,945.9590840321514
min_vuln_weighted,420035648001,1,Homewood Senior Center,2295.6665550918824
min_vuln_weighted,420030103011,3,South Side Senior Center,3385.620653104718
min_vuln_weighted,420030406002,79,LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED,2458.8356502683414
min_vuln_weighted,420035653001,71,CARRICK LIBRARY,4909.453932496066
min_vuln_weighted,420034883002,0,Greenfield Senior Center,9388.194650628737
min_vuln_weighted,420033001003,71,CARRICK LIBRARY,2226.4923465219013
min_vuln_weighted,420031403004,1,Homewood Senior Center,3043.0973135643717
min_vuln_weighted,420033001004,71,CARRICK LIBRARY,1872.6488190525345
min_vuln_weighted,420030103021,4,Mount Washington Senior Center,3376.1301220529
min_vuln_weighted,420030305003,4,Mount Washington Senior Center,3482.2293059556064
min_vuln_weighted,420034644002,2,Sheraden Senior Center,2801.4792254992185
min_vuln_weighted,420035632011,67,Fowler Pool Buiding,3177.6621438808515
min_vuln_weighted,420035632021,67,Fowler Pool Buiding,2771.2104374888727
min_vuln_weighted,420032413002,67,Fowler Pool Buiding,3845.4710878959354
min_vuln_weighted,420035632022,67,Fowler Pool Buiding,2639.470633525468
min_vuln_weighted,420035652002,67,Fowler Pool Buiding,2862.0191635551573
min_vuln_weighted,420031412002,1,Homewood Senior Center,2058.5488486953004
min_vuln_weighted,420035652003,67,Fowler Pool Buiding,1645.2383018254798
min_vuln_weighted,420035651001,67,Fowler Pool Buiding,1832.7884947723237
min_vuln_weighted,420032413001,67,Fowler Pool Buiding,4519.718504921418
min_vuln_weighted,420032613002,67,Fowler Pool Buiding,4422.298720114944
min_vuln_weighted,420032613001,67,Fowler Pool Buiding,1892.4856778278213
min_vuln_weighted,420032716001,67,Fowler Pool Buiding,2350.9479154998126
min_vuln_weighted,420032716003,67,Fowler Pool Buiding,2342.3875821631786
min_vuln_weighted,420032716002,67,Fowler Pool Buiding,1787.217162143447
min_vuln_weighted,420035652001,67,Fowler Pool Buiding,2637.9105430173436
min_vuln_weighted,420032716004,67,Fowler Pool Buiding,1695.2025126688973
min_vuln_weighted,420035648002,1,Homewood Senior Center,1755.913636886754
min_vuln_weighted,420031306002,1,Homewood Senior Center,2611.4053487334922
min_vuln_weighted,420035629011,0,Greenfield Senior Center,2873.503389453937
min_vuln_weighted,420035629012,0,Greenfield Senior Center,1569.359374070364
min_vuln_weighted,420031403005,1,Homewood Senior Center,3093.248225107725
min_vuln_weighted,420031610001,3,South Side Senior Center,3003.197446264032
min_vuln_weighted,420031608002,3,South Side Senior Center,854.9173495445498
min_vuln_weighted,420035626002,2,Sheraden Senior Center,2898.0156338157935
min_vuln_weighted,420035625002,2,Sheraden Senior Center,989.0829636731265
min_vuln_weighted,420031609003,3,South Side Senior Center,926.3298808941186
min_vuln_weighted,420032413003,67,Fowler Pool Buiding,2931.335165729587
min_worst_case,420031702004,3,South Side Senior Center,1325.6648993492988
min_worst_case,420034690003,2,Sheraden Senior Center,5135.740862791577
min_worst_case,420032904004,3,South Side Senior Center,5152.059636189913
min_worst_case,420030901002,1,Homewood Senior Center,6699.253980565579
min_worst_case,420034721001,4,Mount Washington Senior Center,5246.0714311395195
min_worst_case,420035623001,0,Greenfield Senior Center,3764.88274709213
min_worst_case,420035631001,4,Mount Washington Senior Center,3813.2053231956943
min_worst_case,420031517005,0,Greenfield Senior Center,529.4589618971697
min_worst_case,420034885001,0,Greenfield Senior Center,9046.673036925624
min_worst_case,420035630003,2,Sheraden Senior Center,1785.3404694069511
min_worst_case,420033001005,4,Mount Washington Senior Center,3600.608548708207
min_worst_case,420035624003,4,Mount Washington Senior Center,1585.1924773288988
min_worst_case,420035631002,2,Sheraden Senior Center,3546.1292792561335
min_worst_case,420034722002,4,Mount Washington Senior Center,6349.562091887543
min_worst_case,420031915002,4,Mount Washington Senior Center,1070.9004099862618
min_worst_case,420031914002,4,Mount Washington Senior Center,872.6558403445173
min_worst_case,420039809001,2,Sheraden Senior Center,6856.640424343626
min_worst_case,420031911001,4,Mount Washington Senior Center,1523.0487709513761
min_worst_case,420034782003,3,South Side Senior Center,6355.669632498012
min_worst_case,420032509001,4,Mount Washington Senior Center,5708.318274991808
min_worst_case,420032614004,4,Mount Washington Senior Center,6576.859796026382
min_worst_case,420035625003,2,Sheraden Senior Center,526.150353478007
min_worst_case,420034270002,1,Homewood Senior Center,8029.501411336094
min_worst_case,420035628001,2,Sheraden Senior Center,5020.444336977867
min_worst_case,420034643002,2,Sheraden Senior Center,2071.6046746558322
min_worst_case,420031414005,0,Greenfield Senior Center,1366.3644828193826
min_worst_case,420032614001,4,Mount Washington Senior Center,6848.51444466944
min_worst_case,420035628002,2,Sheraden Senior Center,4486.597413717921
min_worst_case,420031306001,1,Homewood Senior Center,1330.6742865083677
min_worst_case,420035623003,0,Greenfield Senior Center,2932.4471745238334
min_worst_case,420031018002,1,Homewood Senior Center,5783.914510610925
min_worst_case,420030802002,1,Homewood Senior Center,5528.733548181683
min_worst_case,420031414004,0,Greenfield Senior Center,2725.702852824343
min_worst_case,420032023004,4,Mount Washington Senior Center,5075.846609750453
min_worst_case,420032708003,2,Sheraden Senior Center,6473.4593186156835
min_worst_case,420034600021,2,Sheraden Senior Center,7022.209477145336
min_worst_case,420032620003,4,Mount Washington Senior Center,7294.427501290411
min_worst_case,420034250004,1,Homewood Senior Center,8217.178490701184
min_worst_case,420034592011,2,Sheraden Senior Center,6332.046320290167
min_worst_case,420034281001,4,Mount Washington Senior Center,8092.610523266298
min_worst_case,420034281002,4,Mount Washington Senior Center,7662.285515818542
min_worst_case,420034282002,4,Mount Washington Senior Center,9015.32926655157
min_worst_case,420034297002,2,Sheraden Senior Center,7054.147246847702
min_worst_case,420035626001,2,Sheraden Senior Center,3257.5940662966264
min_worst_case,420035624002,4,Mount Washington Senior Center,2179.0478638429445
min_worst_case,420035619002,1,Homewood Senior Center,2022.7788134081086
min_worst_case,420039818001,1,Homewood Senior Center,3216.4862344793614
min_worst_case,420035625001,2,Sheraden Senior Center,997.9139866098261
min_worst_case,420035620002,0,Greenfield Senior Center,4897.628383118068
min_worst_case,420031516002,0,Greenfield Senior Center,985.3938870489756
min_worst_case,420034705011,4,Mount Washington Senior Center,7064.338380381107
min_worst_case,420031106002,1,Homewood Senior Center,3734.4768358662313
min_worst_case,420035154013,1,Homewood Senior Center,3511.1068521758016
min_worst_case,420035620003,0,Greenfield Senior Center,4119.59690118288
min_worst_case,420030902003,1,Homewood Senior Center,5745.9093644344575
min_worst_case,420031011003,1,Homewood Senior Center,7006.7526867812085
min_worst_case,420035604002,1,Homewood Senior Center,2286.1694585829773
min_worst_case,420034311002,2,Sheraden Senior Center,6209.871784343906
min_worst_case,420030409003,0,Greenfield Senior Center,4109.449032304857
min_worst_case,420030201005,4,Mount Washington Senior Center,3393.2212323512645
min_worst_case,420030603001,1,Homewood Senior Center,6230.447565862825
min_worst_case,420031608001,3,South Side Senior Center,820.8855196866812
min_worst_case,420032904003,3,South Side Senior Center,6358.010855752355
min_worst_case,420035154011,1,Homewood Senior Center,4322.277197698043
min_worst_case,420035154012,1,Homewood Senior Center,4609.424692407484
min_worst_case,420035605001,1,Homewood Senior Center,2470.144909102406
min_worst_case,420035614002,1,Homewood Senior Center,3523.5145724355943
min_worst_case,420035614003,1,Homewood Senior Center,3111.5084702182776
min_worst_case,420031916004,4,Mount Washington Senior Center,3213.3239240869925
min_worst_case,420034643003,2,Sheraden Senior Center,1792.242662507851
min_worst_case,420039807001,4,Mount Washington Senior Center,3370.6045469725373
min_worst_case,420035627001,4,Mount Washington Senior Center,5111.491392858658
min_worst_case,420032615002,4,Mount Washington Senior Center,7404.471810963495
min_worst_case,420030709003,0,Greenfield Senior Center,4010.2098472922426
min_worst_case,420039806001,4,Mount Washington Senior Center,6341.77302269122
min_worst_case,420031903002,4,Mount Washington Senior Center,818.8413925546172
min_worst_case,420031517003,0,Greenfield Senior Center,611.0682985012094
min_worst_case,420031517004,0,Greenfield Senior Center,775.6110871859491
min_worst_case,420031609002,3,South Side Senior Center,716.7568304483855
min_worst_case,420031702001,4,Mount Washington Senior Center,2570.3191343928006
min_worst_case,420031702003,3,South Side Senior Center,1880.6471546786747
min_worst_case,420031706001,3,South Side Senior Center,1797.2735163593945
min_worst_case,420031706002,3,South Side Senior Center,2733.636827226308
min_worst_case,420031807003,4,Mount Washington Senior Center,1275.4771583881707
min_worst_case,420031903001,4,Mount Washington Senior Center,945.0659833900139
min_worst_case,420031916002,4,Mount Washington Senior Center,3453.253832549005
min_worst_case,420031916005,4,Mount Washington Senior Center,3988.4664211065897
min_worst_case,420031917001,4,Mount Washington Senior Center,3934.2591172028838
min_worst_case,420031917002,4,Mount Washington Senior Center,4068.963750929168
min_worst_case,420031918002,4,Mount Washington Senior Center,5689.318647104009
min_worst_case,420031918004,4,Mount Washington Senior Center,5162.261634639678
min_worst_case,420031918005,4,Mount Washington Senior Center,6344.949101014731
min_worst_case,420031918006,4,Mount Washington Senior Center,6472.912668394966
min_worst_case,420031918007,4,Mount Washington Senior Center,5899.377717530011
min_worst_case,420031919001,4,Mount Washington Senior Center,4620.397053187393
min_worst_case,420031919002,4,Mount Washington Senior Center,5026.975243793642
min_worst_case,420031919003,4,Mount Washington Senior Center,4881.113600527752
min_worst_case,420031918001,4,Mount Washington Senior Center,5414.093485618646
min_worst_case,420030806002,1,Homewood Senior Center,4532.320231576845
min_worst_case,420031403002,0,Greenfield Senior Center,2698.05987824783
min_worst_case,420031609001,3,South Side Senior Center,918.3788191275033
min_worst_case,420031803001,4,Mount Washington Senior Center,1751.5436500686542
min_worst_case,420031803002,4,Mount Washington Senior Center,2161.2683932157915
min_worst_case,420031803003,4,Mount Washington Senior Center,2291.0334185802885
min_worst_case,420031807002,4,Mount Washington Senior Center,1071.8141657415056
min_worst_case,420031911002,4,Mount Washington Senior Center,2194.0816148052572
min_worst_case,420031914001,4,Mount Washington Senior Center,155.98516476170545
min_worst_case,420032614002,4,Mount Washington Senior Center,6094.909036805814
min_worst_case,420032701001,2,Sheraden Senior Center,5410.2725474234585
min_worst_case,420032701002,2,Sheraden Senior Center,5248.676140341562
min_worst_case,420032703001,2,Sheraden Senior Center,6200.80605162504
min_worst_case,420032708001,2,Sheraden Senior Center,5916.8532585193825
min_worst_case,420034804001,3,South Side Senior Center,8361.545865735809
min_worst_case,420032708002,2,Sheraden Senior Center,5928.437182329655
min_worst_case,420032902005,3,South Side Senior Center,3904.234193211537
min_worst_case,420033102001,0,Greenfield Senior Center,7230.683104412772
min_worst_case,420033102002,0,Greenfield Senior Center,8465.914881481025
min_worst_case,420033204001,4,Mount Washington Senior Center,6655.304991436628
min_worst_case,420033204002,4,Mount Washington Senior Center,5443.396623607867
min_worst_case,420033206001,4,Mount Washington Senior Center,4804.686610263768
min_worst_case,420030203001,4,Mount Washington Senior Center,5090.232062078064
min_worst_case,420030305001,3,South Side Senior Center,3753.5532271977136
min_worst_case,420030305002,3,South Side Senior Center,3191.926210927599
min_worst_case,420030506001,3,South Side Senior Center,5326.532596492989
min_worst_case,420030506002,3,South Side Senior Center,5279.3673080239805
min_worst_case,420030509001,3,South Side Senior Center,4630.307213592672
min_worst_case,420030510001,3,South Side Senior Center,3434.191116100296
min_worst_case,420034315004,2,Sheraden Senior Center,6615.604880117784
min_worst_case,420035604001,1,Homewood Senior Center,1805.8091736810645
min_worst_case,420030802001,1,Homewood Senior Center,5467.515446941785
min_worst_case,420030804001,1,Homewood Senior Center,4709.819134270664
min_worst_case,420030804002,0,Greenfield Senior Center,4898.095154485434
min_worst_case,420030806001,1,Homewood Senior Center,4261.936009250511
min_worst_case,420030807001,1,Homewood Senior Center,3782.8256905544376
min_worst_case,420030807002,1,Homewood Senior Center,3955.8584545964836
min_worst_case,420030809001,1,Homewood Senior Center,4824.686624394551
min_worst_case,420030809002,1,Homewood Senior Center,4427.120046275233
min_worst_case,420032814001,2,Sheraden Senior Center,1474.878908060953
min_worst_case,420032815001,2,Sheraden Senior Center,2598.424523844918
min_worst_case,420032901001,3,South Side Senior Center,4711.667011749274
min_worst_case,420034211004,66,Morningside Crossing,7955.7063796538205
min_worst_case,420034230002,66,Morningside Crossing,5525.535218030848
min_worst_case,420031401002,0,Greenfield Senior Center,2875.4069409219483
min_worst_case,420031402001,1,Homewood Senior Center,3453.6670087573075
min_worst_case,420031402002,0,Greenfield Senior Center,3536.91643482755
min_worst_case,420031403003,0,Greenfield Senior Center,3039.3159607646894
min_worst_case,420031404001,1,Homewood Senior Center,2188.7061502849633
min_worst_case,420031404002,1,Homewood Senior Center,2579.9069647007095
min_worst_case,420039822001,0,Greenfield Senior Center,3639.7597196142865
min_worst_case,420035630001,2,Sheraden Senior Center,3920.612548360017
min_worst_case,420034772004,4,Mount Washington Senior Center,8815.105845183773
min_worst_case,420035624001,4,Mount Washington Senior Center,3923.112835070206
min_worst_case,420034731001,4,Mount Washington Senior Center,6985.171727943611
min_worst_case,420035620001,0,Greenfield Senior Center,4263.20931751813
min_worst_case,420034721002,4,Mount Washington Senior Center,5677.754276935103
min_worst_case,420034722001,4,Mount Washington Senior Center,5976.640394741718
min_worst_case,420034723001,4,Mount Washington Senior Center,5474.452442214404
min_worst_case,420034781001,3,South Side Senior Center,6720.174688949069
min_worst_case,420034781004,3,South Side Senior Center,7258.942757025461
min_worst_case,420030709004,0,Greenfield Senior Center,4433.8427805137335
min_worst_case,420034733001,4,Mount Washington Senior Center,6326.700529290265
min_worst_case,420034790001,4,Mount Washington Senior Center,7274.414581815098
min_worst_case,420039805001,0,Greenfield Senior Center,1655.013629098134
min_worst_case,420035619001,1,Homewood Senior Center,2581.2429062224437
min_worst_case,420032614003,4,Mount Washington Senior Center,6449.914308434629
min_worst_case,420031920002,4,Mount Washington Senior Center,4614.913266602095
min_worst_case,420031517006,0,Greenfield Senior Center,493.94144027744545
min_worst_case,420031414002,0,Greenfield Senior Center,1559.4477530747583
min_worst_case,420034639002,2,Sheraden Senior Center,2931.386401480315
min_worst_case,420034803002,3,South Side Senior Center,5644.500515825501
min_worst_case,420034845001,0,Greenfield Senior Center,6993.987720821823
min_worst_case,420034845004,0,Greenfield Senior Center,6336.754013199277
min_worst_case,420031920001,4,Mount Washington Senior Center,4031.544169528149
min_worst_case,420030201004,4,Mount Washington Senior Center,2775.4911269472454
min_worst_case,420031414001,0,Greenfield Senior Center,1379.5204567151973
min_worst_case,420031018001,1,Homewood Senior Center,5460.161399471165
min_worst_case,420034656002,2,Sheraden Senior Center,2654.952714970249
min_worst_case,420034658002,2,Sheraden Senior Center,3526.344974953515
min_worst_case,420034658003,2,Sheraden Senior Center,4404.917425262554
min_worst_case,420032902001,3,South Side Senior Center,4745.101073551097
min_worst_case,420034643001,2,Sheraden Senior Center,2343.3943635327496
min_worst_case,420035231004,1,Homewood Senior Center,1966.1142594610515
min_worst_case,420034644003,2,Sheraden Senior Center,2047.7379077018938
min_worst_case,420034656001,2,Sheraden Senior Center,2997.828176723528
min_worst_case,420031920003,4,Mount Washington Senior Center,4607.573754475268
min_worst_case,420032509002,4,Mount Washington Senior Center,5919.278871132152
min_worst_case,420032901002,4,Mount Washington Senior Center,4965.862769722254
min_worst_case,420032901003,3,South Side Senior Center,5363.954450978549
min_worst_case,420032902002,3,South Side Senior Center,4689.70569829506
min_worst_case,420032902003,3,South Side Senior Center,4729.500679127627
min_worst_case,420032902004,3,South Side Senior Center,4517.952934378399
min_worst_case,420034291001,86,WOODS RUN LIBRARY,5356.6393351937295
min_worst_case,420034297001,2,Sheraden Senior Center,9277.02287927943
min_worst_case,420033206002,4,Mount Washington Senior Center,5828.283968821021
min_worst_case,420033207001,4,Mount Washington Senior Center,5850.345162399259
min_worst_case,420034761001,4,Mount Washington Senior Center,8082.792185567543
min_worst_case,420033207002,4,Mount Washington Senior Center,6870.583627168949
min_worst_case,420034825001,0,Greenfield Senior Center,5389.710271579426
min_worst_case,420034762001,4,Mount Washington Senior Center,7690.594848360782
min_worst_case,420031411001,0,Greenfield Senior Center,4443.978324697842
min_worst_case,420034803003,3,South Side Senior Center,5524.894804700341
min_worst_case,420035231001,1,Homewood Senior Center,4986.0825302146895
min_worst_case,420030201002,4,Mount Washington Senior Center,3382.462431412622
min_worst_case,420035605002,1,Homewood Senior Center,2938.7459790518387
min_worst_case,420030201001,4,Mount Washington Senior Center,3133.210067620845
min_worst_case,420030703001,1,Homewood Senior Center,4064.05530707131
min_worst_case,420034810001,3,South Side Senior Center,2429.090817344305
min_worst_case,420034810002,3,South Side Senior Center,2768.1127065393352
min_worst_case,420034810003,3,South Side Senior Center,3235.143648295154
min_worst_case,420034810004,3,South Side Senior Center,3343.0419120955016
min_worst_case,420030201003,4,Mount Washington Senior Center,3007.876757556445
min_worst_case,420030402002,3,South Side Senior Center,3704.231648589971
min_worst_case,420030404001,0,Greenfield Senior Center,3695.079405413781
min_worst_case,420030405001,0,Greenfield Senior Center,3507.405048927123
min_worst_case,420030405002,3,South Side Senior Center,3682.1413438193126
min_worst_case,420030510002,3,South Side Senior Center,4119.814244349927
min_worst_case,420030511001,3,South Side Senior Center,3697.3403240062653
min_worst_case,420030603002,1,Homewood Senior Center,6632.027222422402
min_worst_case,420030605001,3,South Side Senior Center,5799.429443893508
min_worst_case,420030605002,3,South Side Senior Center,5870.201771043332
min_worst_case,420030708002,1,Homewood Senior Center,2826.3973958496135
min_worst_case,420030703002,1,Homewood Senior Center,3894.9839124934947
min_worst_case,420032602001,2,Sheraden Senior Center,9223.083391385413
min_worst_case,420032602002,2,Sheraden Senior Center,8055.195812802588
min_worst_case,420032607001,2,Sheraden Senior Center,8021.468380367379
min_worst_case,420032607002,4,Mount Washington Senior Center,7785.055632595878
min_worst_case,420034772001,3,South Side Senior Center,7923.850539705024
min_worst_case,420030409001,3,South Side Senior Center,3041.635222731042
min_worst_case,420030409002,0,Greenfield Senior Center,3846.859467639402
min_worst_case,420030501001,3,South Side Senior Center,3813.3371830093806
min_worst_case,420030406001,0,Greenfield Senior Center,3683.86919670962
min_worst_case,420030501002,3,South Side Senior Center,4483.362222730212
min_worst_case,420030703003,1,Homewood Senior Center,4390.252068201136
min_worst_case,420030705001,1,Homewood Senior Center,3548.9320019705024
min_worst_case,420030705003,1,Homewood Senior Center,3466.185387224791
min_worst_case,420030706001,1,Homewood Senior Center,3025.1896085495205
min_worst_case,420030706002,1,Homewood Senior Center,3418.8268401519754
min_worst_case,420030708001,1,Homewood Senior Center,2999.0439838193806
min_worst_case,420030901001,1,Homewood Senior Center,6799.123627413553
min_worst_case,420030709001,1,Homewood Senior Center,4297.290524230989
min_worst_case,420030709002,0,Greenfield Senior Center,4380.624202522683
min_worst_case,420031102003,1,Homewood Senior Center,4282.177509984674
min_worst_case,420030902001,1,Homewood Senior Center,6034.873985092978
min_worst_case,420030902002,1,Homewood Senior Center,5822.10870875986
min_worst_case,420030903001,1,Homewood Senior Center,5265.6587820981385
min_worst_case,420030903002,1,Homewood Senior Center,5721.455237553847
min_worst_case,420031102002,1,Homewood Senior Center,3965.4006289434888
min_worst_case,420031102004,1,Homewood Senior Center,3617.9453583502623
min_worst_case,420031203001,1,Homewood Senior Center,2349.5574805544384
min_worst_case,420031203002,1,Homewood Senior Center,1853.633218957249
min_worst_case,420032615001,4,Mount Washington Senior Center,7093.375718006757
min_worst_case,420032620001,4,Mount Washington Senior Center,6049.4324613808985
min_worst_case,420032620002,4,Mount Washington Senior Center,6832.802118326032
min_worst_case,420031005001,1,Homewood Senior Center,4626.07922986175
min_worst_case,420031005002,1,Homewood Senior Center,5564.51332118353
min_worst_case,420031011001,1,Homewood Senior Center,7004.7517870610445
min_worst_case,420031011002,1,Homewood Senior Center,6713.493122766861
min_worst_case,420031113001,1,Homewood Senior Center,3910.162665871354
min_worst_case,420031014001,1,Homewood Senior Center,5784.508988252296
min_worst_case,420031014004,1,Homewood Senior Center,4761.50036706994
min_worst_case,420031106003,1,Homewood Senior Center,3101.9244210287634
min_worst_case,420031404003,1,Homewood Senior Center,2686.2195695881173
min_worst_case,420034803001,3,South Side Senior Center,6308.906096524192
min_worst_case,420031113002,1,Homewood Senior Center,3376.5484962907253
min_worst_case,420031113003,1,Homewood Senior Center,3307.6953505935926
min_worst_case,420031113004,1,Homewood Senior Center,2868.6157900553535
min_worst_case,420031114001,1,Homewood Senior Center,3614.990579957529
min_worst_case,420031114002,1,Homewood Senior Center,4074.1507808426677
min_worst_case,420031115002,1,Homewood Senior Center,2919.4705289391177
min_worst_case,420031302001,1,Homewood Senior Center,338.92504084930766
min_worst_case,420031405001,1,Homewood Senior Center,1287.7690677120108
min_worst_case,420031405002,1,Homewood Senior Center,1512.515927376095
min_worst_case,420031408001,0,Greenfield Senior Center,2542.8517675027274
min_worst_case,420031414003,0,Greenfield Senior Center,1906.2221195646414
min_worst_case,420034883001,0,Greenfield Senior Center,7935.448161586741
min_worst_case,420031413002,0,Greenfield Senior Center,2199.830458337356
min_worst_case,420031413003,0,Greenfield Senior Center,2357.519374132701
min_worst_case,420031516001,0,Greenfield Senior Center,896.6199539704311
min_worst_case,420031401001,0,Greenfield Senior Center,3602.2446329325167
min_worst_case,420031408002,0,Greenfield Senior Center,2455.3144462292794
min_worst_case,420031408003,0,Greenfield Senior Center,1934.0680371023643
min_worst_case,420031413001,0,Greenfield Senior Center,2232.699383153849
min_worst_case,420031403001,1,Homewood Senior Center,2859.105237311079
min_worst_case,420033001002,4,Mount Washington Senior Center,2799.141078937696
min_worst_case,420030705002,1,Homewood Senior Center,3814.5041221726997
min_worst_case,420031807001,4,Mount Washington Senior Center,765.5324908179222
min_worst_case,420031517001,0,Greenfield Senior Center,853.696898619576
min_worst_case,420034211003,66,Morningside Crossing,10485.188356715767
min_worst_case,420032022001,2,Sheraden Senior Center,1049.6463007829457
min_worst_case,420032815002,2,Sheraden Senior Center,2165.6848243478125
min_worst_case,420031102001,1,Homewood Senior Center,4304.583186070647
min_worst_case,420033001001,4,Mount Washington Senior Center,2512.3127199632345
min_worst_case,420032904001,3,South Side Senior Center,6035.405678855782
min_worst_case,420032904002,3,South Side Senior Center,5587.836616141018
min_worst_case,420033102003,0,Greenfield Senior Center,8146.707148132279
min_worst_case,420031106001,1,Homewood Senior Center,3303.224159111687
min_worst_case,420031920005,4,Mount Washington Senior Center,3762.392852101596
min_worst_case,420034804002,3,South Side Senior Center,8676.397585460903
min_worst_case,420030404002,0,Greenfield Senior Center,3946.8948706448987
min_worst_case,420031915001,4,Mount Washington Senior Center,1435.0941171404245
min_worst_case,420031916001,4,Mount Washington Senior Center,2624.5687845146963
min_worst_case,420031014003,1,Homewood Senior Center,4217.940981049827
min_worst_case,420032022002,2,Sheraden Senior Center,685.4776159722421
min_worst_case,420032023001,4,Mount Washington Senior Center,4144.623478407754
